134.63789400     0.00000000     0.00000000
-68.56842800   118.76400100     0.00000000
  0.00000000     0.00000000    80.34645100
        1380
107.86820000     0.00889024     0.01135345     0.72382330
107.86820000     0.03576284     0.01240136     0.74875400
107.86820000     0.04907457     0.01218460     0.77656810
107.86820000     0.07662225     0.01220414     0.80276800
107.86820000     0.09274446     0.00345231     0.79611290
107.86820000     0.11686520     0.01586597     0.80009950
107.86820000     0.14458870     0.00234541     0.74766460
107.86820000     0.16187060     0.01796192     0.80229480
107.86820000     0.17087250     0.00358191     0.80276910
107.86820000     0.20374020     0.01632108     0.80465850
107.86820000     0.22582200     0.00201760     0.91443230
107.86820000     0.24551070     0.01255126     0.96406880
107.86820000     0.26462740     0.01208602     0.97600280
107.86820000     0.28479710     0.01472734     0.96277310
107.86820000     0.30387130     0.01222926     0.96576920
107.86820000     0.31739950     0.01606518     0.99578820
107.86820000     0.33987480     0.01996145     0.99268200
107.86820000     0.35535230     0.01189775     0.99323560
107.86820000     0.38810560     0.00014289     0.99612770
107.86820000     0.40948420     0.01962568     0.99570420
107.86820000     0.41770110     0.01524725     0.93661750
107.86820000     0.44737690     0.01540058     0.95452120
107.86820000     0.46277430     0.00898500     0.89259770
107.86820000     0.48087880     0.01173869     0.93991360
107.86820000     0.50353550     0.01887019     0.92332700
107.86820000     0.52849010     0.00070179     0.84292240
107.86820000     0.55078840     0.00652153     0.78341200
107.86820000     0.56432070     0.00776666     0.75585680
107.86820000     0.71125530     0.00066669     0.63727670
107.86820000     0.75153180     0.01134685     0.63996640
107.86820000     0.79732250     0.01753743     0.67066390
107.86820000     0.82391420     0.01865414     0.69479040
107.86820000     0.83535050     0.01588486     0.72446700
107.86820000     0.87397070     0.01843528     0.72585020
107.86820000     0.87842890     0.00976059     0.69775670
107.86820000     0.90609700     0.00272784     0.66563890
107.86820000     0.91927860     0.01393994     0.69461890
107.86820000     0.95387640     0.01970965     0.72416360
107.86820000     0.96923280     0.00992143     0.72745540
107.86820000     0.99496140     0.01042719     0.69615460
107.86820000     0.00981928     0.03663449     0.75254000
107.86820000     0.02145913     0.03248216     0.78113720
107.86820000     0.04842202     0.03442081     0.80685570
107.86820000     0.07372959     0.02544613     0.77583860
107.86820000     0.08711626     0.03535643     0.80520890
107.86820000     0.11918940     0.03995177     0.77047240
107.86820000     0.12842050     0.03930499     0.80041020
107.86820000     0.15851130     0.04037001     0.77473910
107.86820000     0.18666610     0.02725050     0.80121050
107.86820000     0.20425380     0.03344377     0.82844920
107.86820000     0.21986860     0.03914855     0.80265770
107.86820000     0.23798510     0.02629447     0.91295160
107.86820000     0.26853570     0.03164771     0.95865390
107.86820000     0.28532750     0.03290095     0.98025500
107.86820000     0.29846230     0.02118703     0.99276670
107.86820000     0.32258790     0.03621804     0.98008050
107.86820000     0.34181770     0.03600179     0.96785260
107.86820000     0.35912200     0.03071211     0.97252710
107.86820000     0.37792060     0.02812850     0.98056900
107.86820000     0.40317940     0.03952197     0.97006100
107.86820000     0.41793900     0.03156874     0.96681360
107.86820000     0.45480880     0.03902711     0.96090100
107.86820000     0.47247300     0.02479661     0.95424350
107.86820000     0.49765240     0.03470452     0.94518410
107.86820000     0.50399110     0.03798219     0.91201350
107.86820000     0.52467410     0.04007602     0.90211680
107.86820000     0.55454630     0.04070048     0.85115140
107.86820000     0.57428900     0.03242209     0.75660670
107.86820000     0.58806210     0.03371512     0.72829520
107.86820000     0.77244250     0.03026167     0.64089340
107.86820000     0.81073160     0.03102619     0.69627920
107.86820000     0.82227530     0.02676634     0.72563800
107.86820000     0.83421350     0.02583114     0.75463880
107.86820000     0.85773620     0.03827192     0.75703540
107.86820000     0.89475090     0.03864293     0.75297590
107.86820000     0.90652060     0.03882223     0.78255190
107.86820000     0.93236320     0.03874805     0.74944120
107.86820000     0.94861180     0.02949152     0.75151060
107.86820000     0.97794670     0.03429148     0.78111000
107.86820000     0.99829490     0.02978733     0.78303650
107.86820000     0.01464821     0.05742524     0.85646830
107.86820000     0.03422263     0.04963096     0.80565860
107.86820000     0.05941337     0.05789382     0.80904610
107.86820000     0.07294093     0.04595954     0.80800870
107.86820000     0.09917265     0.05854093     0.80802310
107.86820000     0.11533850     0.05016420     0.79984700
107.86820000     0.14428660     0.05235923     0.77423400
107.86820000     0.16554010     0.06041306     0.75420470
107.86820000     0.18010680     0.06079087     0.78007020
107.86820000     0.18918870     0.04287287     0.82506610
107.86820000     0.22765940     0.04767904     0.86143380
107.86820000     0.24908490     0.05054585     0.91288840
107.86820000     0.26532140     0.05586194     0.88772590
107.86820000     0.28202430     0.04869235     0.93245200
107.86820000     0.30656350     0.04374857     0.99788810
107.86820000     0.32186590     0.05737328     0.97416690
107.86820000     0.34544440     0.05632443     0.97915220
107.86820000     0.36099990     0.04857931     0.99142180
107.86820000     0.38127160     0.04953366     0.96832770
107.86820000     0.40257410     0.05619829     0.95161880
107.86820000     0.41997530     0.04426571     0.99609440
107.86820000     0.43972930     0.04226372     0.98341960
107.86820000     0.47700190     0.06164764     0.94825280
107.86820000     0.48774060     0.04875109     0.94250010
107.86820000     0.51087360     0.05868269     0.93370530
107.86820000     0.52122430     0.05919127     0.90345650
107.86820000     0.55697760     0.05922275     0.86907640
107.86820000     0.57549200     0.06077030     0.84875680
